quarter,speaker,title,content,sentiment,confidence,sentiment_category,LLM_sentiment,LLM_pct_strong_positive,LLM_pct_slightly_positive,LLM_pct_neutral,LLM_pct_slightly_negative,LLM_pct_strong_negative,Manual Annotations
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thank you, Luca. We ask that you limit yourself to two questions. Operator, may we have the first question, please? Operator Absolutely. We'll take our first question from Katy Huberty with Morgan Stanley. Katy, please check your mute function, we weren't able to hear you. Hearing no response, we'll take our next question from Wamsi Mohan with Bank of America.",neutral,0.939553738,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,Wamsi Mohan,Bank of America Merrill Lynch -- Analyst,"Yes, thank you. Your margins have clearly been very impressive. So I have one question each on product and one on services gross margins. On product gross margins, that's clearly benefiting from a very strong mix. So, Tim, I'm curious how sustainable do you think these mix trends are from the data that you see? And can you share any thoughts across how the Pro and Pro Max mix compared to prior cycles? And on the services side, if I could just ask that, too. When you look at the gross margins there, that's been really impressive. Can you give us some sense of where within services you're seeing particularly favorable mix trends? And how should investors think about the trajectory of these margins given some of the sizable investments you're making to drive very successful areas like content for TV+ as an example? Thank you.",neutral,0.65831095,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Wamsi, it's Tim. In terms of the mix, you know, we don't comment directly on mix. But what I would tell you is that we saw strong demand across the iPhone 13 family. And in fact, we had several of the top-selling models in various markets, including the top five in the U.S. and Australia, the top four in Urban China, two of the top three in the U.K., three of the top four in France and Germany, and four of the top six in Japan. And certainly, based on some external data that I've seen, it does seem to say that we are gaining share as well. So we feel quite good about the momentum of iPhone. And I should add that we were constrained during the quarter.",positive,0.722913146,Slightly Positive,Slightly Positive,0.2,0.45,0.3,0.04,0.01,Slightly Positive
Q1_2022,Luca Maestri,Chief Financial Officer,"And so as a result, the Services gross margin percentage over time will be influenced by the relative growth of the different businesses within the portfolio. We do not guide at the product and services level, but I think you've seen the guidance that we provided for the March quarter at the total company level, 42.5% to 43.5%, obviously very strong compared to our recent history. And so we're very pleased with that.",positive,0.887282252,Strong Positive,Slightly Positive,0.15,0.4,0.35,0.07,0.03,Strong Positive
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks, Wamsi. Can we have the next question, please? Operator We'll take our next question from Kyle McNealy with Jefferies.",neutral,0.939448714,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,Kyle McNealy,Jefferies -- Analyst,"Hi, thanks very much. Congrats on the solid iPhone result. That's very good. I assume that you may have prioritized iPhone to the extent there may be similar components that are used for iPhone and iPad. Can you just level set me on that if that's not the case? And if it is, should we see a recovery in iPad as you move past your prime iPhone selling season and you may have better access to components or better supply as we move through the next few months of the year?",positive,0.920537412,Strong Positive,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Yeah. Kyle, it's Tim. From a supply constraint point of view, as you recall, we said that in Q1, the December quarter, that would have constraints more than six, and we clearly did have constraints more than six. On March, we're saying that where we will have -- we will do better or have less constraints than we had in the December quarter. If you look at the commonality between different products, there is some. But generally, the challenge is on legacy nodes. And these legacy nodes are by supplier. And so it's much more focused on the supplier than anything else and versus us behind the curtain finding a place to take it. There's not -- none of that, but there is some of that. But largely, we have to take it where the shortages are.",neutral,0.898649693,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Kyle McNealy,Jefferies -- Analyst,"OK. Great. Can you give us any other color on kind of the trajectory of iPad and, you know, what's impacting this quarter and where it might go in the March and the June quarter?",neutral,0.893744469,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Yeah. The issue with iPad, and it was a very significant constraint in the December quarter, was very much on these legacy nodes that I had talked about. Virtually all of the problem was in that area. And so overall, we're not guiding by product constraint -- by product level. But at the -- but overall, we do see an improvement in the March quarter in terms of the constraints going down versus what they were in the December quarter.",positive,0.657969654,Slightly Positive,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Kyle McNealy,Jefferies -- Analyst,"OK, great, thanks so much. Congrats again on the solid results all around.",positive,0.914213181,Strong Positive,Slightly Positive,0.1,0.5,0.3,0.08,0.02,Neutral
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thank you, Kyle. Can we have the next question, please? Operator Thank you. We'll take our next question from Shannon Cross with Cross Research.",neutral,0.935413837,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,Shannon Cross,Cross Research -- Analyst,"Thank you very much. Tim, could you talk a bit about the Mac business? Looking back, it's up about 50% from the calendar 2019 revenue. You did almost $11 billion this quarter, and you're still working through the M1 transition. So can you talk about where you see the opportunity to gain share? What are really sort of the target markets that you think you can go after, you know, in order to grow this beyond, I think it was about $37 billion in the last 12 months? Thank you. And then I have a follow-up.",neutral,0.536835015,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Yeah. Shannon, thank you for the question. Mac set an all-time revenue record at $10.9 billion for the quarter. That was up 25%. And as you point out, the last six quarters for the Mac have been the top six revenue quarters of all time. And what's further very good about this is, we set all-time revenue records in Americas, in Europe, and the rest of Asia Pacific. And we set a December quarter record in Greater China. And so it's not narrowed to a particular geographic area that we're doing well in. It's almost -- about almost across the board. The response is very much because of M1. And we got even more response with the MacBook Pro that we launched in the -- during the Q1 time frame. The -- both the upgraders, which we had a record number of upgraders for the December quarter, but also in markets like China, six out of the -- six out of 10 sales are people new to the Mac. And so it's powered by both upgraders and switchers. Customer satisfaction is off the charts. And so what I see this as is a -- that will -- a product that will be very successful in a number of different markets from education to business, to the creative industry and in all geographic markets. We're not limiting ourselves.",neutral,0.791655958,Neutral,Slightly Positive,0.2,0.45,0.3,0.04,0.01,Strong Positive
Q1_2022,Shannon Cross,Cross Research -- Analyst,"Great. Thank you. And then, Luca, can you talk a bit more on services? Just obviously outperformed your guidance or your expectations, as well as certainly where we were at. Where were the -- what were the things that really outperformed? And maybe what trends are you seeing that is driving the extra revenue? Thank you.",neutral,0.825449884,Neutral,Slightly Positive,0.15,0.4,0.35,0.07,0.03,Neutral
Q1_2022,Luca Maestri,Chief Financial Officer,"Yeah, Shannon. It was -- I mean it was really great on all fronts. We said December quarter records in every geographic segment. And then as I mentioned earlier, an all-time record for cloud, for music, for video, for advertising, for payment services. We just -- we've increased 165 million in the last 12 months alone, right? And so all these things combined are really powering the business. Very, very pleased with the performance.",positive,0.856883883,Strong Positive,Slightly Positive,0.15,0.4,0.35,0.07,0.03,Strong Positive
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we have the next question, please? Operator We'll hear next from Katy Huberty with Morgan Stanley.",neutral,0.936837494,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,Katy Huberty,Morgan Stanley -- Analyst,"OK. Good. So first question, just as it relates to some of the disruption you've seen on the component side, manufacturing and logistics over the past couple of years. Are you starting to rethink your broader supply chain strategy or the manufacturing footprint on the back of the significant disruption? Are you happy with the overall geographic exposure that you see in the supply chain today?",neutral,0.787581623,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Katy, if you sort of step back and look at how we've done, our largest issue by far has been the chip shortage. That is industrywide and on these legacy nodes, as I had mentioned earlier. And I think our supply chain actually does very good considering the shortages because it's a fast-moving supply chain. The cycle times are very short. There's very little distance between a chip being fabricated and packaged and a product being -- going out of factory. And so no, I don't see that it makes a fundamental change in the supply chain.",neutral,0.815318823,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Katy Huberty,Morgan Stanley -- Analyst,OK. And how are you thinking about the metaverse opportunity and Apple's role in that market?,neutral,0.927675605,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Well, that's a big question. But we're a company in the business of innovation. So we're always exploring new and emerging technologies. And I -- you've spoken at length about how this area is very interesting to us. Right now, we have over 14,000 AR kit apps in the App Store, which provide incredible AR experiences for millions of people today. And so we see a lot of potential in this space and are investing accordingly.",neutral,0.634061575,Neutral,Slightly Positive,0.15,0.4,0.35,0.07,0.03,Neutral
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we take the next question, please? Operator Thank you. We'll take our next question from Amit Daryanani with Evercore.",neutral,0.910552621,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,Amit Daryanani,Evercore ISI -- Analyst,"I have two as well. I guess both up on the supply chain side, I think these continue to be fairly volatile. I'd love to get your perspective, if you feel, if things or supply chain issues are starting to alleviate or they still remain challenging. And then maybe I missed this, but could you perhaps tell us how much revenue was left on the table in December because of the supply chain issues? And how does that number shake up in March?",neutral,0.473728061,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Yeah. Amit, what we've said in terms of December and March was that it's very difficult to estimate with great precision the constraints. But we said that they would be more than the Q4 or more than the September quarter, and we're saying that March will be less than the December quarter. And so that's the kind of verbiage that we placed around it. In terms of is it still challenging, yes, it is challenging. And for us, we pride ourselves on getting products to customers who really want them and try to do that in a fast basis. And so it's frustrating that we can't always do that at the speed that we would like. However, March is better than December. And so there's some encouraging sign there. We're not predicting with the  overall, obviously, because of the number of variables that go into such a prediction.",neutral,0.753661752,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Amit Daryanani,Evercore ISI -- Analyst,"Fair enough. Tim, I think one of the topics investors can struggle a fair a bit with Apple is really just sort of understand visibility around your product road map, and I think some of your tech peers tend to be more vocal about their initiative. Some of them go change their name when they find an initiative. You folks are spending, I think, $23 billion on R&D in '21. So you're really spending a fair amount. And maybe without telling us the road map, could you just talk about how do you think about where to focus your R&D resources on? And to some extent, is the way to think about this R&D spend, how much of it is really done on things that are more evolutionary in products that are out in the marketplace versus things that we haven't seen yet are on potential new offerings?",neutral,0.907158971,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"You know, we have a little different model. We tried to announce things when they're ready or close to ready and try to maintain an element of surprise in the air. And so that explains, hopefully, what we do with our roadmap. And I think that's proven successful for us. And other people can do it differently, of course. But it's been good for us over time to do that. So, we're going to continue to do that. In terms of deciding where we invest in, we look at areas that are sort of at the intersection of hardware, software, and services. And because we think that that's where the magic really happens, and it brings out the best in our home, and so there are areas that have more than piqued our interest, and we are investing in those. And you can tell through time that we've wrapped our R&D spend even more than we were before. And so, there's quite a bit of investment going into things that are not on the market at this point, as there always are. Thanks for the question.",neutral,0.810535371,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we have the next question, please? Operator Thank you. We'll hear next from David Vogt with UBS.",neutral,0.889407635,Neutral,Neutral,0.05,0.15,0.7,0.08,0.02,Neutral
Q1_2022,David Vogt,UBS -- Analyst,"Great. Thanks for taking my call and my question. I just wanted to dive in to your perspective on China and sort of the macroclimate there and how that sort of pertains to your business as we think about it going forward. And the reason why I'm asking is we've heard some concerns that current policies might have caused a pause in this market and smartphone inventory. Maybe more specifically the local vendors could be a little bit elevated going into Chinese New Year. So we just want to get your thoughts on what you're seeing in this market around, the sort of potential development, and then maybe touch on sell-in versus sell-through in that market. And then I have a follow-up.",neutral,0.817661405,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Well, I can only comment on for us. Our sales grew 21% there in the last quarter, and we're very proud of that. I'll stay away and let other people be the economist and make the macro determinations. But what we're seeing there was super impressive with all-time revenue records and a record number of upgraders and strong double-digit growth in switchers on iPhone, which is very important to us. And as I've mentioned before, we had the top four selling phones in urban China. And so there's a lot of good there. And I would remind you that iPhone was constrained in the quarter. And so I'm not sure where the statements are coming around about inventory, and I can't comment on whether other people have more or not. I don't know the answer to that. Thanks for the question.",positive,0.791427851,Slightly Positive,Slightly Positive,0.2,0.45,0.3,0.04,0.01,Slightly Positive
Q1_2022,David Vogt,UBS -- Analyst,"That's helpful, Tim. And then maybe just on the supply chain. You know, obviously, you've been managing it incredibly well over the last 12 to 18 months. And gross margins have actually performed relatively well, mix driven both between products and services. Can you help us think about sort of the quantifiable impact or maybe the costs that you're carrying due to the supply chain that may be sort of -- I don't want to use the word transitory, but we'd expect over the longer term that might be sort of abate a little bit and you'll get a little bit of a benefit as we get past some of these supply chain issues over the next 12 months or so?",positive,0.713369906,Slightly Positive,Neutral,0.05,0.15,0.6,0.15,0.05,Slightly Positive
Q1_2022,Tim Cook,Chief Executive Officer,"We're seeing inflation, and it's factored into our gross margin and opex that Luca reviewed with you earlier. Logistics, as I've mentioned on a previous call, is very elevated in terms of the cost of moving things around. I would hope that at least a portion of that is transitory, but the world is -- the world has changed, and so we'll see.",neutral,0.756605387,Neutral,Neutral,0.05,0.15,0.6,0.15,0.05,Neutral
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we get the next question, please? Operator Thank you. We'll take the question from Samik Chatterjee with J.P. Morgan.",neutral,0.924148202,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Samik Chatterjee,J.P. Morgan -- Analyst,"Oh, great, thanks for taking my question. I had a couple. The first question that I had was really on Apple TV+, and I know some of the other players in this market have talked about slowing subscriber growth as we exit the pandemic. So curious if you can share what trends you're seeing in Apple TV and Apple TV+ and how similar or dissimilar they are and how your content is maybe helping you on that aspect? And I have a follow-up.",neutral,0.861052334,Neutral,Slightly Positive,0.1,0.6,0.3,0,0,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"We, you know, don't give out subscriber numbers for Apple TV+. What we do, do is give out a subscriber number for -- our subscription number for the total number of subscriptions that we had. And I think Luca mentioned earlier we ended the quarter at 785 million. And so we were incredibly pleased with that. That's a huge growth on a year-over-year basis of 165 million. And it counts, as you recall, both Apple branded and third party. In terms of how we're doing with TV+, we've been honored with 200 wins and 890 nominations. We're doing exactly like we had wanted to, giving storytellers a place to tell original stories and feel really good about where we are competitively and strategic position of the product.",neutral,0.625798762,Neutral,Slightly Positive,0.2,0.5,0.3,0,0,Strong Positive
Q1_2022,Samik Chatterjee,J.P. Morgan -- Analyst,"And if I can just follow up, and similarly on Apple, can you just help us think about when you think about the next few years, where are the biggest opportunities, either be it in terms of like geographies or either segments -- customer segments that you may not be tapping into currently and have an opportunity in. And thank you.",neutral,0.828165054,Neutral,Slightly Positive,0.1,0.6,0.3,0,0,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Well, putting aside any kind of thing that sits on our road map for a second in that area, which we obviously wouldn't talk about in the call, I would say that I think Apple Card has a great runway ahead of us. It was rated to the No. 1 midsized credit carding customer set by J.D. Power and is getting -- has fast become people's main credit card for many, many people. And the growth of Apple Pay has just been stunning. It's been absolutely stunning. And there's still obviously a lot more there to go -- and because there's still a lot of cash in the environment. And so I think that both of these and whatever else we might do have a great future ahead.",positive,0.706574857,Slightly Positive,Slightly Positive,0.2,0.5,0.3,0,0,Slightly Positive
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we have the next question, please? Operator Thank you. We'll take our next question from Chris Caso with Raymond James.",neutral,0.927481234,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Chris Caso,Raymond James -- Analyst,"Yes, thank you. Good evening. First question is just a little bit of help in interpreting the guidance. And if you could speak to the March quarter, perhaps in terms of seasonality and seasonal performance. And Luca, as you mentioned last year, because of the later launch of the phone that some of that came into the March quarter, and that was better than seasonal performance in March. Should we interpret because the supply constraints are easing somewhat as you go into the March quarter that we should see something similar that March quarter would get some better than seasonal performance? Is that the correct way to interpret your guidance?",neutral,0.819465995,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Luca Maestri,Chief Financial Officer,"Well, you know, and we talked about it on a year-over-year basis because that's probably how most people look at it. And so just to recap what we said. First of all, we expect a record for the March quarter. We expect solid growth on a year-over-year basis. And -- but as Tim was saying, we still expect significant supply constraints but less than what we've seen in December. So I think on that basis, you can do the math around sequential. But given where we are in the environment, given the difficult compare both on iPhone, and as I mentioned on -- during my prepared remarks, on Services, we're very, very happy with the way we're guiding and the way the business is going right now.",neutral,0.473233342,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Chris Caso,Raymond James -- Analyst,"OK. Thank you, sir. As a follow-up, a follow-up question is on perhaps the sustainability and repeatability of the growth in iPhone after two very good years, well-received product and the 5G upgrade cycle. And I think there was a point in time when perhaps there's a view from some that iPhone was x growth, and that's been proven wrong. Off of these very strong results, maybe you can speak to your level of confidence that iPhone continues to grow in the future and kind of what are the avenues for that growth.",neutral,0.610637188,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Yeah. Hey, Chris, it's Tim. What I would say is that the iPhone has become an integral part of so many people's lives now more than ever. And the active installed base of iPhone continues to grow and is now at an all-time high. And during December, as we had mentioned, we had a record number of upgraders and grew switchers strong double digit, which I think speaks to the strength of the product. And that's all an adjacent to some -- an enormous customer satisfaction rating of 98% and are doing well throughout the geographies. And I've mentioned some of the geos that we track and how many units that we have on the top-selling model charts. And so -- and even though this is the second product announcement that has 5G in it, we're still really in the early innings of 5G, meaning if you look at the installed base and look at how many people are on 5G versus not, and we don't release those exact numbers, but you can do some math and estimate those. We maintain a very optimistic view on iPhone long term.",positive,0.640197814,Slightly Positive,Slightly Positive,0.2,0.5,0.3,0,0,Slightly Positive
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we have the next question, please? Operator Thank you. We'll take our next question from Ben Bollin with Cleveland Research.",neutral,0.933317661,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Ben Bollin,Cleveland Research Company -- Analyst,"Thank you for taking the question. Tim, I'm interested in how you think about the relationship between the total iOS installed base and then the subsequent performance you see within the services or the paid subscriptions. And a second part to that is, how do you look at the existing services business in terms of the growth you get from customers who are already subscribers versus completely net new or greenfield subscribers?",neutral,0.919965208,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"I think I'll let Luca comment on the second part of that. But if you back up and sort of look at how we're doing, even though we have 785 million subs, relative to the total number of products offered and the customers that's offered in, there's still a lot of room to grow there. And so I -- the way that I look at it is that we -- there's a lot more greenfield in front of us.",neutral,0.765000165,Neutral,Slightly Positive,0.1,0.6,0.3,0,0,Neutral
Q1_2022,Luca Maestri,Chief Financial Officer,"As you've seen, we launched a lot of new services. We obviously care a lot about new customers as well, and that's why we keep track of the installed base and a lot of other metrics on that front. It's very similar to what we do with products. I mean, also for products, we care a lot about upgraders. It couldn't happen with our contribution from both existing and new customers.",neutral,0.856943846,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thanks. Can we have the next question, please? Operator Thank you. We'll take our next question from Harsh Kumar with Piper Sandler.",neutral,0.91744709,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Harsh Kumar,Piper Sandler -- Analyst,"Yeah, hey, guys. First of all, congratulations on stellar quarter in December and all the records that the Apple community has set. Tim, I had a question on the content on Apple TV. When we look at the Apple content that you guys put all on TV original content, it's typically very socially responsible and healthy, for example, at Ted Lasso. Has this, in effect, created a constraint or a hesitancy of some sort for Apple to go and purchase studios when they come up? Or have those decisions been primarily financial or otherwise?",neutral,0.867596269,Neutral,Slightly Positive,0.1,0.6,0.3,0,0,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,We don't make purely financial decisions about the content. We try to find great content that has a reason for being. And we love shows like Ted Lasso and several of the other shows as well that have a reason for existing and may have a good message and may make people feel better at the end of it. But we're -- but I don't view that we've narrowed our universe the things we're selecting from. There's plenty to pick from out there. And I think that we're doing a pretty good job of it as we speak.,neutral,0.755836129,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Harsh Kumar,Piper Sandler -- Analyst,"Fair enough. And then my follow-up was the Apple vision of healthcare in the future. So you guys have sort of cautiously approached healthcare with iWatch and iPhone. It's mostly a preventative sort of approach. It provides you updates. But do you see a situation down the line where Apple perhaps plays a more active role, either through the Watch or some of the device where perhaps a doctor or a hospital mandates that the watch we want for effectively for critical and vital monitoring? And I was curious if you could just give us some color on how you guys think about healthcare and iWatch in that confluence?",neutral,0.907781482,Neutral,Neutral,0,0,1,0,0,Neutral
Q1_2022,Tim Cook,Chief Executive Officer,"Well, the -- with the Apple Watch, there's literally not days that go by without me getting notes about someone that's received a health alert. Maybe it's to do with their cardiovascular health. Or more recently, a lot of people have told me that they fell and was knocked unconscious and couldn't respond and the watch responded for them to emergency contacts and emergency personnel. And so there's a lot that we're doing today. My sense has always been that there's more here. I don't want to get into a road map discussion in the call. But we continue to kind of pull the string and see where it takes us. But we're really satisfied with how we're doing in this area because we are fundamentally changing people's lives and, in some cases, saving people's lives. So it's an area of great interest.",neutral,0.885328591,Neutral,Slightly Positive,0.2,0.5,0.3,0,0,Neutral
Q4_2021,Tejas Gala,Director of Investor Relations and Corporate Finance,"Thank you. Good afternoon and thank you for joining us. Speaking today first is Apple's CEO, Tim Cook; and he'll be followed by CFO, Luca Maestri. After that, we'll open the call to questions from analysts. I'd like to now turn the call over to Tim for introductory remarks. When our analyst team has a stock tip, it can pay to listen. After all, Stock Advisor’s total average return is 1,070% — a market-crushing outperformance compared to 184% for the S&P 500. *Stock Advisor returns as of August 18, 2025",neutral,0.715990424,Neutral,Neutral,0,0,1,0,0,Neutral
